Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  [29] __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >::operator++() [235] __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::_M_is_before_begin() const [505] std::__cxx1998::_Vector_base<long long, std::allocator<long long> >::_Vector_base()
 [232] __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::base() [206] __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::base() const [506] std::__cxx1998::_Vector_base<long long, std::allocator<long long> >::_Vector_base(unsigned long, std::allocator<long long> const&)
 [251] __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::_M_attach(__gnu_debug::_Safe_sequence_base*) [224] __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::_M_is_end() const [397] std::__cxx1998::_Vector_base<long long, std::allocator<long long> >::~_Vector_base()
 [364] __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::_Safe_iterator(__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > > const&, __gnu_debug::_Safe_sequence_base const*) [77] __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::operator*() const [507] std::__cxx1998::vector<Domino, std::allocator<Domino> >::_M_default_initialize(unsigned long)
 [133] __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::_Safe_iterator(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&) [319] __gnu_debug::_Safe_sequence_base::_M_invalidate_all() const [508] std::__cxx1998::vector<Domino, std::allocator<Domino> >::vector(unsigned long, std::allocator<Domino> const&)
 [249] __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::~_Safe_iterator() [446] __gnu_cxx::new_allocator<Domino>::max_size() const [509] std::__cxx1998::vector<Domino, std::allocator<Domino> >::~vector()
 [127] __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::operator--() [344] __gnu_cxx::new_allocator<main::Entry>::max_size() const (new_allocator.h) [231] std::__cxx1998::vector<Domino, std::allocator<Domino> >::operator[](unsigned long)
  [64] __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::operator++() [447] __gnu_cxx::new_allocator<main::Query>::max_size() const (new_allocator.h) [278] void std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::emplace_back<>() (vector.tcc)
 [408] __gnu_debug::_Safe_sequence<std::__debug::vector<Domino, std::allocator<Domino> > >::_Safe_sequence() [448] __gnu_cxx::new_allocator<int>::max_size() const [372] void std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::_M_emplace_back_aux<>() (vector.tcc)
 [409] __gnu_debug::_Safe_sequence<std::__debug::vector<Domino, std::allocator<Domino> > >::~_Safe_sequence() [308] __gnu_cxx::new_allocator<long long>::max_size() const [104] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::end() (stl_vector.h)
 [123] void __gnu_debug::_Safe_sequence<std::__debug::vector<main::Entry, std::allocator<main::Entry> > >::_M_invalidate_if<__gnu_debug::_Equal_to<__gnu_cxx::__normal_iterator<main::Entry const*, std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> > > > >(__gnu_debug::_Equal_to<__gnu_cxx::__normal_iterator<main::Entry const*, std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> > > >) (safe_sequence.tcc) [198] __gnu_cxx::__normal_iterator<main::Entry const*, std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> > >::base() const (stl_iterator.h) [98] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::back() (stl_vector.h)
 [410] __gnu_debug::_Safe_sequence<std::__debug::vector<main::Entry, std::allocator<main::Entry> > >::_Safe_sequence() (safe_sequence.h) [202] __gnu_cxx::__normal_iterator<main::Query const*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >::base() const (stl_iterator.h) [288] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::pop_back() (stl_vector.h)
 [411] __gnu_debug::_Safe_sequence<std::__debug::vector<main::Entry, std::allocator<main::Entry> > >::~_Safe_sequence() (safe_sequence.h) [286] __gnu_cxx::__normal_iterator<main::Entry*, std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> > >::base() const (stl_iterator.h) [510] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::vector() (stl_vector.h)
 [122] void __gnu_debug::_Safe_sequence<std::__debug::vector<main::Query, std::allocator<main::Query> > >::_M_invalidate_if<__gnu_debug::_Equal_to<__gnu_cxx::__normal_iterator<main::Query const*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > > >(__gnu_debug::_Equal_to<__gnu_cxx::__normal_iterator<main::Query const*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > >) (safe_sequence.tcc) [214] __gnu_cxx::__normal_iterator<main::Entry*, std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> > >::operator*() const (stl_iterator.h) [511] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::~vector() (stl_vector.h)
 [412] __gnu_debug::_Safe_sequence<std::__debug::vector<main::Query, std::allocator<main::Query> > >::_Safe_sequence() (safe_sequence.h) [112] __gnu_cxx::__normal_iterator<main::Entry*, std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> > >::operator-(long) const (stl_iterator.h) [248] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::operator[](unsigned long) (stl_vector.h)
 [413] __gnu_debug::_Safe_sequence<std::__debug::vector<main::Query, std::allocator<main::Query> > >::~_Safe_sequence() (safe_sequence.h) [65] __gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >::base() const (stl_iterator.h) [84] std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::_M_default_initialize(unsigned long) (stl_vector.h)
 [414] __gnu_debug::_Safe_sequence<std::__debug::vector<int, std::allocator<int> > >::_Safe_sequence() [191] __gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >::operator*() const (stl_iterator.h) [33] std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::end() (stl_vector.h)
 [415] __gnu_debug::_Safe_sequence<std::__debug::vector<int, std::allocator<int> > >::~_Safe_sequence() [130] __gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >::operator-(long) const (stl_iterator.h) [120] std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::back() (stl_vector.h)
 [378] __gnu_debug::_Safe_sequence<std::__debug::vector<long long, std::allocator<long long> > >::_Safe_sequence() [147] __gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >::operator+(long) const (stl_iterator.h) [121] std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::begin() (stl_vector.h)
 [379] __gnu_debug::_Safe_sequence<std::__debug::vector<long long, std::allocator<long long> > >::~_Safe_sequence() [185] __gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >::base() const [263] std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::pop_back() (stl_vector.h)
 [145] std::pair<std::iterator_traits<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > >::difference_type, __gnu_debug::_Distance_precision> __gnu_debug::__get_distance<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > >(__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > const&, __gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > const&) (safe_iterator.h) [106] __gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >::operator*() const [85] std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::vector(unsigned long, std::allocator<main::Query> const&) (stl_vector.h)
 [146] std::pair<std::iterator_traits<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > >::difference_type, __gnu_debug::_Distance_precision> __gnu_debug::__get_distance<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > >(__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > const&, __gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > const&, std::random_access_iterator_tag) (safe_iterator.h) [306] __gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >::operator-(long) const [51] std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::~vector() (stl_vector.h)
 [297] std::pair<std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > > >::difference_type, __gnu_debug::_Distance_precision> __gnu_debug::__get_distance<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > > const&) [301] __gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >::operator+(long) const [35] std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::operator[](unsigned long) (stl_vector.h)
 [298] std::pair<std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > > >::difference_type, __gnu_debug::_Distance_precision> __gnu_debug::__get_distance<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > > const&, std::random_access_iterator_tag) [203] __gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >::base() const [512] std::__cxx1998::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long)
 [416] std::pair<std::iterator_traits<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > > >::difference_type, __gnu_debug::_Distance_precision> __gnu_debug::__get_distance<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > > >(__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > > const&, __gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > > const&) [236] __gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >::operator*() const [45] std::__cxx1998::vector<int, std::allocator<int> >::end()
 [417] std::pair<std::iterator_traits<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > > >::difference_type, __gnu_debug::_Distance_precision> __gnu_debug::__get_distance<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > > >(__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > > const&, __gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > > const&, std::random_access_iterator_tag) [321] std::move_iterator<main::Entry*>::base() const (stl_iterator.h) [204] std::__cxx1998::vector<int, std::allocator<int> >::begin()
 [418] __gnu_debug::_Safe_container<std::__debug::vector<Domino, std::allocator<Domino> >, std::allocator<Domino>, __gnu_debug::_Safe_sequence, true>::_Safe_container() [353] std::move_iterator<main::Entry*>::operator*() const (stl_iterator.h) [513] std::__cxx1998::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&)
 [419] __gnu_debug::_Safe_container<std::__debug::vector<Domino, std::allocator<Domino> >, std::allocator<Domino>, __gnu_debug::_Safe_sequence, true>::~_Safe_container() [307] std::move_iterator<long long*>::base() const [86] std::__cxx1998::vector<int, std::allocator<int> >::~vector()
 [420] __gnu_debug::_Safe_container<std::__debug::vector<main::Entry, std::allocator<main::Entry> >, std::allocator<main::Entry>, __gnu_debug::_Safe_sequence, true>::_Safe_container() (safe_container.h) [274] std::__debug::vector<main::Entry, std::allocator<main::Entry> >::capacity() const (vector) [239] std::__cxx1998::vector<int, std::allocator<int> >::operator[](unsigned long)
 [421] __gnu_debug::_Safe_container<std::__debug::vector<main::Entry, std::allocator<main::Entry> >, std::allocator<main::Entry>, __gnu_debug::_Safe_sequence, true>::~_Safe_container() (safe_container.h) [259] std::__debug::vector<long long, std::allocator<long long> >::capacity() const [150] void std::__cxx1998::vector<long long, std::allocator<long long> >::emplace_back<long long>(long long&&)
 [422] __gnu_debug::_Safe_container<std::__debug::vector<main::Query, std::allocator<main::Query> >, std::allocator<main::Query>, __gnu_debug::_Safe_sequence, true>::_Safe_container() (safe_container.h) [348] std::__cxx1998::_Vector_base<main::Entry, std::allocator<main::Entry> >::_M_get_Tp_allocator() const (stl_vector.h) [151] void std::__cxx1998::vector<long long, std::allocator<long long> >::_M_emplace_back_aux<long long>(long long&&)
 [423] __gnu_debug::_Safe_container<std::__debug::vector<main::Query, std::allocator<main::Query> >, std::allocator<main::Query>, __gnu_debug::_Safe_sequence, true>::~_Safe_container() (safe_container.h) [312] std::__cxx1998::_Vector_base<long long, std::allocator<long long> >::_M_get_Tp_allocator() const [514] std::__cxx1998::vector<long long, std::allocator<long long> >::_M_default_initialize(unsigned long)
 [424] __gnu_debug::_Safe_container<std::__debug::vector<int, std::allocator<int> >, std::allocator<int>, __gnu_debug::_Safe_sequence, true>::_Safe_container() [228] std::__cxx1998::vector<Domino, std::allocator<Domino> >::size() const [223] std::__cxx1998::vector<long long, std::allocator<long long> >::end()
 [425] __gnu_debug::_Safe_container<std::__debug::vector<int, std::allocator<int> >, std::allocator<int>, __gnu_debug::_Safe_sequence, true>::~_Safe_container() [367] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::_M_check_len(unsigned long, char const*) const (stl_vector.h) [290] std::__cxx1998::vector<long long, std::allocator<long long> >::begin()
 [380] __gnu_debug::_Safe_container<std::__debug::vector<long long, std::allocator<long long> >, std::allocator<long long>, __gnu_debug::_Safe_sequence, true>::_Safe_container() [210] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::end() const (stl_vector.h) [515] std::__cxx1998::vector<long long, std::allocator<long long> >::vector()
 [381] __gnu_debug::_Safe_container<std::__debug::vector<long long, std::allocator<long long> >, std::allocator<long long>, __gnu_debug::_Safe_sequence, true>::~_Safe_container() [222] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::size() const (stl_vector.h) [516] std::__cxx1998::vector<long long, std::allocator<long long> >::vector(unsigned long, std::allocator<long long> const&)
  [52] __gnu_debug::_Error_formatter::_Parameter::_Parameter<std::__debug::vector<int, std::allocator<int> > >(std::__debug::vector<int, std::allocator<int> > const&, char const*, __gnu_debug::_Error_formatter::_Is_sequence) [211] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::begin() const (stl_vector.h) [398] std::__cxx1998::vector<long long, std::allocator<long long> >::~vector()
 [332] bool __gnu_debug::__valid_range_aux<std::move_iterator<long long*> >(std::move_iterator<long long*> const&, std::move_iterator<long long*> const&, std::__false_type) [74] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::empty() const (stl_vector.h) [240] std::__cxx1998::vector<long long, std::allocator<long long> >::operator[](unsigned long)
 [192] bool __gnu_debug::_BeforeBeginHelper<std::__debug::vector<main::Query, std::allocator<main::Query> > >::_S_Is<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > > const&) (safe_iterator.h) [275] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::capacity() const (stl_vector.h) [279] _ZSt10_ConstructI6DominoIEEvPT_DpOT0_
 [193] bool __gnu_debug::_BeforeBeginHelper<std::__debug::vector<int, std::allocator<int> > >::_S_Is<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > const&) [349] std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::max_size() const (stl_vector.h) [355] void std::_Construct<main::Entry, main::Entry>(main::Entry*, main::Entry&&) (stl_construct.h)
 [233] bool __gnu_debug::_BeforeBeginHelper<std::__debug::vector<long long, std::allocator<long long> > >::_S_Is<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&) [107] std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::end() const (stl_vector.h) [87] __gnu_cxx::__enable_if<!std::__is_scalar<main::Query>::__value, main::Query*>::__type std::__fill_n_a<main::Query*, unsigned long, main::Query>(main::Query*, unsigned long, main::Query const&) (stl_algobase.h)
 [333] bool __gnu_debug::__valid_range_aux2<std::move_iterator<long long*> >(std::move_iterator<long long*> const&, std::move_iterator<long long*> const&, std::random_access_iterator_tag) [70] std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::size() const (stl_vector.h) [517] __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&)
 [268] __gnu_debug::_Safe_iterator_base::_Safe_iterator_base(__gnu_debug::_Safe_sequence_base const*, bool) [108] std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::begin() const (stl_vector.h) [518] __gnu_cxx::__enable_if<std::__is_scalar<long long>::__value, long long*>::__type std::__fill_n_a<long long*, unsigned long, long long>(long long*, unsigned long, long long const&)
  [44] __gnu_debug::_Safe_iterator_base::_Safe_iterator_base() [75] std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::empty() const (stl_vector.h) [280] Domino* std::__addressof<Domino>(Domino&)
 [186] __gnu_debug::_Safe_iterator_base::~_Safe_iterator_base() [237] std::__cxx1998::vector<int, std::allocator<int> >::size() const [356] main::Entry* std::__addressof<main::Entry>(main::Entry&) (move.h)
 [358] __gnu_debug::_Safe_sequence_base::_Safe_sequence_base() [152] std::__cxx1998::vector<long long, std::allocator<long long> >::_M_check_len(unsigned long, char const*) const [166] std::_Miter_base<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > > >::iterator_type std::__miter_base<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > >) (stl_algobase.h)
 [359] __gnu_debug::_Safe_sequence_base::~_Safe_sequence_base() [76] std::__cxx1998::vector<long long, std::allocator<long long> >::size() const [163] std::_Miter_base<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >)
 [282] __gnu_debug::_Equal_to<__gnu_cxx::__normal_iterator<main::Entry const*, std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> > > >::_Equal_to(__gnu_cxx::__normal_iterator<main::Entry const*, std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> > > const&) (safe_sequence.h) [260] std::__cxx1998::vector<long long, std::allocator<long long> >::capacity() const [317] std::_Miter_base<std::move_iterator<long long*> >::iterator_type std::__miter_base<std::move_iterator<long long*> >(std::move_iterator<long long*>)
 [255] __gnu_debug::_Equal_to<__gnu_cxx::__normal_iterator<main::Query const*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > >::_Equal_to(__gnu_cxx::__normal_iterator<main::Query const*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > const&) (safe_sequence.h) [313] std::__cxx1998::vector<long long, std::allocator<long long> >::max_size() const [164] std::_Niter_base<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > > >::iterator_type std::__niter_base<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > >) (stl_algobase.h)
 [176] bool __gnu_debug::operator==<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > > const&, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > > const&) (safe_iterator.h) [449] std::allocator<Domino>::allocator() [161] std::_Niter_base<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >)
 [170] bool __gnu_debug::operator==<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > const&, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > const&) [450] std::allocator<Domino>::allocator(std::allocator<Domino> const&) [519] std::_Niter_base<main::Query*>::iterator_type std::__niter_base<main::Query*>(main::Query*) (stl_algobase.h)
 [426] bool __gnu_debug::operator==<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&) [386] std::allocator<Domino>::~allocator() [520] std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*)
  [63] bool __gnu_debug::operator< <__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > > const&, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > > const&) (safe_iterator.h) [451] std::allocator<main::Entry>::allocator() (allocator.h) [310] std::_Niter_base<long long*>::iterator_type std::__niter_base<long long*>(long long*)
  [61] bool __gnu_debug::operator< <__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > const&, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > const&) [452] std::allocator<main::Entry>::~allocator() (allocator.h) [336] long long* std::__copy_move_a<true, long long*, long long*>(long long*, long long*, long long*)
